# Erdős–Straus hot corridor: mod24=0, hot mod9 classes, stride-24 from ~103.98M to ~115.999M
# n	num_solutions	triple_x	triple_y	triple_z
110532000	2	73688000	73688000	110532000
110532024	2	73688016	73688016	110532024
110532048	2	73688032	73688032	110532048
110532072	2	73688048	73688048	110532072
110532096	2	73688064	73688064	110532096
110532120	2	73688080	73688080	110532120
110532144	2	73688096	73688096	110532144
110532168	2	73688112	73688112	110532168
110532192	2	73688128	73688128	110532192
110532216	2	73688144	73688144	110532216
110532240	2	73688160	73688160	110532240
110532264	2	73688176	73688176	110532264
110532288	2	73688192	73688192	110532288
110532312	2	73688208	73688208	110532312
110532336	2	73688224	73688224	110532336
110532360	2	73688240	73688240	110532360
110532384	2	73688256	73688256	110532384
110532408	2	73688272	73688272	110532408
110532432	2	73688288	73688288	110532432
110532456	2	73688304	73688304	110532456
110532480	2	73688320	73688320	110532480
110532504	2	73688336	73688336	110532504
110532528	2	73688352	73688352	110532528
110532552	2	73688368	73688368	110532552
110532576	2	73688384	73688384	110532576
110532600	2	73688400	73688400	110532600
110532624	2	73688416	73688416	110532624
110532648	2	73688432	73688432	110532648
110532672	2	73688448	73688448	110532672
110532696	2	73688464	73688464	110532696
110532720	2	73688480	73688480	110532720
110532744	2	73688496	73688496	110532744
110532768	2	73688512	73688512	110532768
110532792	2	73688528	73688528	110532792
110532816	2	73688544	73688544	110532816
110532840	2	73688560	73688560	110532840
110532864	2	73688576	73688576	110532864
110532888	2	73688592	73688592	110532888
110532912	2	73688608	73688608	110532912
110532936	2	73688624	73688624	110532936
110532960	2	73688640	73688640	110532960
110532984	2	73688656	73688656	110532984
110533008	2	73688672	73688672	110533008
110533032	2	73688688	73688688	110533032
110533056	2	73688704	73688704	110533056
110533080	2	73688720	73688720	110533080
110533104	2	73688736	73688736	110533104
110533128	2	73688752	73688752	110533128
110533152	2	73688768	73688768	110533152
110533176	2	73688784	73688784	110533176
110533200	2	73688800	73688800	110533200
110533224	2	73688816	73688816	110533224
110533248	2	73688832	73688832	110533248
110533272	2	73688848	73688848	110533272
110533296	2	73688864	73688864	110533296
110533320	2	73688880	73688880	110533320
110533344	2	73688896	73688896	110533344
110533368	2	73688912	73688912	110533368
110533392	2	73688928	73688928	110533392
110533416	2	73688944	73688944	110533416
110533440	2	73688960	73688960	110533440
110533464	2	73688976	73688976	110533464
110533488	2	73688992	73688992	110533488
110533512	2	73689008	73689008	110533512
110533536	2	73689024	73689024	110533536
110533560	2	73689040	73689040	110533560
110533584	2	73689056	73689056	110533584
110533608	2	73689072	73689072	110533608
110533632	2	73689088	73689088	110533632
110533656	2	73689104	73689104	110533656
110533680	2	73689120	73689120	110533680
110533704	2	73689136	73689136	110533704
110533728	2	73689152	73689152	110533728
110533752	2	73689168	73689168	110533752
110533776	2	73689184	73689184	110533776
110533800	2	73689200	73689200	110533800
110533824	2	73689216	73689216	110533824
110533848	2	73689232	73689232	110533848
110533872	2	73689248	73689248	110533872
110533896	2	73689264	73689264	110533896
110533920	2	73689280	73689280	110533920
110533944	2	73689296	73689296	110533944
110533968	2	73689312	73689312	110533968
110533992	2	73689328	73689328	110533992
110534016	2	73689344	73689344	110534016
110534040	2	73689360	73689360	110534040
110534064	2	73689376	73689376	110534064
110534088	2	73689392	73689392	110534088
110534112	2	73689408	73689408	110534112
110534136	2	73689424	73689424	110534136
110534160	2	73689440	73689440	110534160
110534184	2	73689456	73689456	110534184
110534208	2	73689472	73689472	110534208
110534232	2	73689488	73689488	110534232
110534256	2	73689504	73689504	110534256
110534280	2	73689520	73689520	110534280
110534304	2	73689536	73689536	110534304
110534328	2	73689552	73689552	110534328
110534352	2	73689568	73689568	110534352
110534376	2	73689584	73689584	110534376
110534400	2	73689600	73689600	110534400
110534424	2	73689616	73689616	110534424
110534448	2	73689632	73689632	110534448
110534472	2	73689648	73689648	110534472
110534496	2	73689664	73689664	110534496
110534520	2	73689680	73689680	110534520
110534544	2	73689696	73689696	110534544
110534568	2	73689712	73689712	110534568
110534592	2	73689728	73689728	110534592
110534616	2	73689744	73689744	110534616
110534640	2	73689760	73689760	110534640
110534664	2	73689776	73689776	110534664
110534688	2	73689792	73689792	110534688
110534712	2	73689808	73689808	110534712
110534736	2	73689824	73689824	110534736
110534760	2	73689840	73689840	110534760
110534784	2	73689856	73689856	110534784
110534808	2	73689872	73689872	110534808
110534832	2	73689888	73689888	110534832
110534856	2	73689904	73689904	110534856
110534880	2	73689920	73689920	110534880
110534904	2	73689936	73689936	110534904
110534928	2	73689952	73689952	110534928
110534952	2	73689968	73689968	110534952
110534976	2	73689984	73689984	110534976
110535000	2	73690000	73690000	110535000
110535024	2	73690016	73690016	110535024
110535048	2	73690032	73690032	110535048
110535072	2	73690048	73690048	110535072
110535096	2	73690064	73690064	110535096
110535120	2	73690080	73690080	110535120
110535144	2	73690096	73690096	110535144
110535168	2	73690112	73690112	110535168
110535192	2	73690128	73690128	110535192
110535216	2	73690144	73690144	110535216
110535240	2	73690160	73690160	110535240
110535264	2	73690176	73690176	110535264
110535288	2	73690192	73690192	110535288
110535312	2	73690208	73690208	110535312
110535336	2	73690224	73690224	110535336
110535360	2	73690240	73690240	110535360
110535384	2	73690256	73690256	110535384
110535408	2	73690272	73690272	110535408
110535432	2	73690288	73690288	110535432
110535456	2	73690304	73690304	110535456
110535480	2	73690320	73690320	110535480
110535504	2	73690336	73690336	110535504
110535528	2	73690352	73690352	110535528
110535552	2	73690368	73690368	110535552
110535576	2	73690384	73690384	110535576
110535600	2	73690400	73690400	110535600
110535624	2	73690416	73690416	110535624
110535648	2	73690432	73690432	110535648
110535672	2	73690448	73690448	110535672
110535696	2	73690464	73690464	110535696
110535720	2	73690480	73690480	110535720
110535744	2	73690496	73690496	110535744
110535768	2	73690512	73690512	110535768
110535792	2	73690528	73690528	110535792
110535816	2	73690544	73690544	110535816
110535840	2	73690560	73690560	110535840
110535864	2	73690576	73690576	110535864
110535888	2	73690592	73690592	110535888
110535912	2	73690608	73690608	110535912
110535936	2	73690624	73690624	110535936
110535960	2	73690640	73690640	110535960
110535984	2	73690656	73690656	110535984
110536008	2	73690672	73690672	110536008
110536032	2	73690688	73690688	110536032
110536056	2	73690704	73690704	110536056
110536080	2	73690720	73690720	110536080
110536104	2	73690736	73690736	110536104
110536128	2	73690752	73690752	110536128
110536152	2	73690768	73690768	110536152
110536176	2	73690784	73690784	110536176
110536200	2	73690800	73690800	110536200
110536224	2	73690816	73690816	110536224
110536248	2	73690832	73690832	110536248
110536272	2	73690848	73690848	110536272
110536296	2	73690864	73690864	110536296
110536320	2	73690880	73690880	110536320
110536344	2	73690896	73690896	110536344
110536368	2	73690912	73690912	110536368
110536392	2	73690928	73690928	110536392
110536416	2	73690944	73690944	110536416
110536440	2	73690960	73690960	110536440
110536464	2	73690976	73690976	110536464
110536488	2	73690992	73690992	110536488
110536512	2	73691008	73691008	110536512
110536536	2	73691024	73691024	110536536
110536560	2	73691040	73691040	110536560
110536584	2	73691056	73691056	110536584
110536608	2	73691072	73691072	110536608
110536632	2	73691088	73691088	110536632
110536656	2	73691104	73691104	110536656
110536680	2	73691120	73691120	110536680
110536704	2	73691136	73691136	110536704
110536728	2	73691152	73691152	110536728
110536752	2	73691168	73691168	110536752
110536776	2	73691184	73691184	110536776
110536800	2	73691200	73691200	110536800
110536824	2	73691216	73691216	110536824
110536848	2	73691232	73691232	110536848
110536872	2	73691248	73691248	110536872
110536896	2	73691264	73691264	110536896
110536920	2	73691280	73691280	110536920
110536944	2	73691296	73691296	110536944
110536968	2	73691312	73691312	110536968
110536992	2	73691328	73691328	110536992
110537016	2	73691344	73691344	110537016
110537040	2	73691360	73691360	110537040
110537064	2	73691376	73691376	110537064
110537088	2	73691392	73691392	110537088
110537112	2	73691408	73691408	110537112
110537136	2	73691424	73691424	110537136
110537160	2	73691440	73691440	110537160
110537184	2	73691456	73691456	110537184
110537208	2	73691472	73691472	110537208
110537232	2	73691488	73691488	110537232
110537256	2	73691504	73691504	110537256
110537280	2	73691520	73691520	110537280
110537304	2	73691536	73691536	110537304
110537328	2	73691552	73691552	110537328
110537352	2	73691568	73691568	110537352
110537376	2	73691584	73691584	110537376
110537400	2	73691600	73691600	110537400
110537424	2	73691616	73691616	110537424
110537448	2	73691632	73691632	110537448
110537472	2	73691648	73691648	110537472
110537496	2	73691664	73691664	110537496
110537520	2	73691680	73691680	110537520
110537544	2	73691696	73691696	110537544
110537568	2	73691712	73691712	110537568
110537592	2	73691728	73691728	110537592
110537616	2	73691744	73691744	110537616
110537640	2	73691760	73691760	110537640
110537664	2	73691776	73691776	110537664
110537688	2	73691792	73691792	110537688
110537712	2	73691808	73691808	110537712
110537736	2	73691824	73691824	110537736
110537760	2	73691840	73691840	110537760
110537784	2	73691856	73691856	110537784
110537808	2	73691872	73691872	110537808
110537832	2	73691888	73691888	110537832
110537856	2	73691904	73691904	110537856
110537880	2	73691920	73691920	110537880
110537904	2	73691936	73691936	110537904
110537928	2	73691952	73691952	110537928
110537952	2	73691968	73691968	110537952
110537976	2	73691984	73691984	110537976
110538000	2	73692000	73692000	110538000
110538024	2	73692016	73692016	110538024
110538048	2	73692032	73692032	110538048
110538072	2	73692048	73692048	110538072
110538096	2	73692064	73692064	110538096
110538120	2	73692080	73692080	110538120
110538144	2	73692096	73692096	110538144
110538168	2	73692112	73692112	110538168
110538192	2	73692128	73692128	110538192
110538216	2	73692144	73692144	110538216
110538240	2	73692160	73692160	110538240
110538264	2	73692176	73692176	110538264
110538288	2	73692192	73692192	110538288
110538312	2	73692208	73692208	110538312
110538336	2	73692224	73692224	110538336
110538360	2	73692240	73692240	110538360
110538384	2	73692256	73692256	110538384
110538408	2	73692272	73692272	110538408
110538432	2	73692288	73692288	110538432
110538456	2	73692304	73692304	110538456
110538480	2	73692320	73692320	110538480
110538504	2	73692336	73692336	110538504
110538528	2	73692352	73692352	110538528
110538552	2	73692368	73692368	110538552
110538576	2	73692384	73692384	110538576
110538600	2	73692400	73692400	110538600
110538624	2	73692416	73692416	110538624
110538648	2	73692432	73692432	110538648
110538672	2	73692448	73692448	110538672
110538696	2	73692464	73692464	110538696
110538720	2	73692480	73692480	110538720
110538744	2	73692496	73692496	110538744
110538768	2	73692512	73692512	110538768
110538792	2	73692528	73692528	110538792
110538816	2	73692544	73692544	110538816
110538840	2	73692560	73692560	110538840
110538864	2	73692576	73692576	110538864
110538888	2	73692592	73692592	110538888
110538912	2	73692608	73692608	110538912
110538936	2	73692624	73692624	110538936
110538960	2	73692640	73692640	110538960
110538984	2	73692656	73692656	110538984
110539008	2	73692672	73692672	110539008
110539032	2	73692688	73692688	110539032
110539056	2	73692704	73692704	110539056
110539080	2	73692720	73692720	110539080
110539104	2	73692736	73692736	110539104
110539128	2	73692752	73692752	110539128
110539152	2	73692768	73692768	110539152
110539176	2	73692784	73692784	110539176
110539200	2	73692800	73692800	110539200
110539224	2	73692816	73692816	110539224
110539248	2	73692832	73692832	110539248
110539272	2	73692848	73692848	110539272
110539296	2	73692864	73692864	110539296
110539320	2	73692880	73692880	110539320
110539344	2	73692896	73692896	110539344
110539368	2	73692912	73692912	110539368
110539392	2	73692928	73692928	110539392
110539416	2	73692944	73692944	110539416
110539440	2	73692960	73692960	110539440
110539464	2	73692976	73692976	110539464
110539488	2	73692992	73692992	110539488
110539512	2	73693008	73693008	110539512
110539536	2	73693024	73693024	110539536
110539560	2	73693040	73693040	110539560
110539584	2	73693056	73693056	110539584
110539608	2	73693072	73693072	110539608
110539632	2	73693088	73693088	110539632
110539656	2	73693104	73693104	110539656
110539680	2	73693120	73693120	110539680
110539704	2	73693136	73693136	110539704
110539728	2	73693152	73693152	110539728
110539752	2	73693168	73693168	110539752
110539776	2	73693184	73693184	110539776
110539800	2	73693200	73693200	110539800
110539824	2	73693216	73693216	110539824
110539848	2	73693232	73693232	110539848
110539872	2	73693248	73693248	110539872
110539896	2	73693264	73693264	110539896
110539920	2	73693280	73693280	110539920
110539944	2	73693296	73693296	110539944
110539968	2	73693312	73693312	110539968
110539992	2	73693328	73693328	110539992
110540016	2	73693344	73693344	110540016
110540040	2	73693360	73693360	110540040
110540064	2	73693376	73693376	110540064
110540088	2	73693392	73693392	110540088
110540112	2	73693408	73693408	110540112
110540136	2	73693424	73693424	110540136
110540160	2	73693440	73693440	110540160
110540184	2	73693456	73693456	110540184
110540208	2	73693472	73693472	110540208
110540232	2	73693488	73693488	110540232
110540256	2	73693504	73693504	110540256
110540280	2	73693520	73693520	110540280
110540304	2	73693536	73693536	110540304
110540328	2	73693552	73693552	110540328
110540352	2	73693568	73693568	110540352
110540376	2	73693584	73693584	110540376
110540400	2	73693600	73693600	110540400
110540424	2	73693616	73693616	110540424
110540448	2	73693632	73693632	110540448
110540472	2	73693648	73693648	110540472
110540496	2	73693664	73693664	110540496
110540520	2	73693680	73693680	110540520
110540544	2	73693696	73693696	110540544
110540568	2	73693712	73693712	110540568
110540592	2	73693728	73693728	110540592
110540616	2	73693744	73693744	110540616
110540640	2	73693760	73693760	110540640
110540664	2	73693776	73693776	110540664
110540688	2	73693792	73693792	110540688
110540712	2	73693808	73693808	110540712
110540736	2	73693824	73693824	110540736
110540760	2	73693840	73693840	110540760
110540784	2	73693856	73693856	110540784
110540808	2	73693872	73693872	110540808
110540832	2	73693888	73693888	110540832
110540856	2	73693904	73693904	110540856
110540880	2	73693920	73693920	110540880
110540904	2	73693936	73693936	110540904
110540928	2	73693952	73693952	110540928
110540952	2	73693968	73693968	110540952
110540976	2	73693984	73693984	110540976
110541000	2	73694000	73694000	110541000
110541024	2	73694016	73694016	110541024
110541048	2	73694032	73694032	110541048
110541072	2	73694048	73694048	110541072
110541096	2	73694064	73694064	110541096
110541120	2	73694080	73694080	110541120
110541144	2	73694096	73694096	110541144
110541168	2	73694112	73694112	110541168
110541192	2	73694128	73694128	110541192
110541216	2	73694144	73694144	110541216
110541240	2	73694160	73694160	110541240
110541264	2	73694176	73694176	110541264
110541288	2	73694192	73694192	110541288
110541312	2	73694208	73694208	110541312
110541336	2	73694224	73694224	110541336
110541360	2	73694240	73694240	110541360
110541384	2	73694256	73694256	110541384
110541408	2	73694272	73694272	110541408
110541432	2	73694288	73694288	110541432
110541456	2	73694304	73694304	110541456
110541480	2	73694320	73694320	110541480
110541504	2	73694336	73694336	110541504
110541528	2	73694352	73694352	110541528
110541552	2	73694368	73694368	110541552
110541576	2	73694384	73694384	110541576
110541600	2	73694400	73694400	110541600
110541624	2	73694416	73694416	110541624
110541648	2	73694432	73694432	110541648
110541672	2	73694448	73694448	110541672
110541696	2	73694464	73694464	110541696
110541720	2	73694480	73694480	110541720
110541744	2	73694496	73694496	110541744
110541768	2	73694512	73694512	110541768
110541792	2	73694528	73694528	110541792
110541816	2	73694544	73694544	110541816
110541840	2	73694560	73694560	110541840
110541864	2	73694576	73694576	110541864
110541888	2	73694592	73694592	110541888
110541912	2	73694608	73694608	110541912
110541936	2	73694624	73694624	110541936
110541960	2	73694640	73694640	110541960
110541984	2	73694656	73694656	110541984
110542008	2	73694672	73694672	110542008
110542032	2	73694688	73694688	110542032
110542056	2	73694704	73694704	110542056
110542080	2	73694720	73694720	110542080
110542104	2	73694736	73694736	110542104
110542128	2	73694752	73694752	110542128
110542152	2	73694768	73694768	110542152
110542176	2	73694784	73694784	110542176
110542200	2	73694800	73694800	110542200
110542224	2	73694816	73694816	110542224
110542248	2	73694832	73694832	110542248
110542272	2	73694848	73694848	110542272
110542296	2	73694864	73694864	110542296
110542320	2	73694880	73694880	110542320
110542344	2	73694896	73694896	110542344
110542368	2	73694912	73694912	110542368
110542392	2	73694928	73694928	110542392
110542416	2	73694944	73694944	110542416
110542440	2	73694960	73694960	110542440
110542464	2	73694976	73694976	110542464
110542488	2	73694992	73694992	110542488
110542512	2	73695008	73695008	110542512
110542536	2	73695024	73695024	110542536
110542560	2	73695040	73695040	110542560
110542584	2	73695056	73695056	110542584
110542608	2	73695072	73695072	110542608
110542632	2	73695088	73695088	110542632
110542656	2	73695104	73695104	110542656
110542680	2	73695120	73695120	110542680
110542704	2	73695136	73695136	110542704
110542728	2	73695152	73695152	110542728
110542752	2	73695168	73695168	110542752
110542776	2	73695184	73695184	110542776
110542800	2	73695200	73695200	110542800
110542824	2	73695216	73695216	110542824
110542848	2	73695232	73695232	110542848
110542872	2	73695248	73695248	110542872
110542896	2	73695264	73695264	110542896
110542920	2	73695280	73695280	110542920
110542944	2	73695296	73695296	110542944
110542968	2	73695312	73695312	110542968
110542992	2	73695328	73695328	110542992
110543016	2	73695344	73695344	110543016
110543040	2	73695360	73695360	110543040
110543064	2	73695376	73695376	110543064
110543088	2	73695392	73695392	110543088
110543112	2	73695408	73695408	110543112
110543136	2	73695424	73695424	110543136
110543160	2	73695440	73695440	110543160
110543184	2	73695456	73695456	110543184
110543208	2	73695472	73695472	110543208
110543232	2	73695488	73695488	110543232
110543256	2	73695504	73695504	110543256
110543280	2	73695520	73695520	110543280
110543304	2	73695536	73695536	110543304
110543328	2	73695552	73695552	110543328
110543352	2	73695568	73695568	110543352
110543376	2	73695584	73695584	110543376
110543400	2	73695600	73695600	110543400
110543424	2	73695616	73695616	110543424
110543448	2	73695632	73695632	110543448
110543472	2	73695648	73695648	110543472
110543496	2	73695664	73695664	110543496
110543520	2	73695680	73695680	110543520
110543544	2	73695696	73695696	110543544
110543568	2	73695712	73695712	110543568
110543592	2	73695728	73695728	110543592
110543616	2	73695744	73695744	110543616
110543640	2	73695760	73695760	110543640
110543664	2	73695776	73695776	110543664
110543688	2	73695792	73695792	110543688
110543712	2	73695808	73695808	110543712
110543736	2	73695824	73695824	110543736
110543760	2	73695840	73695840	110543760
110543784	2	73695856	73695856	110543784
110543808	2	73695872	73695872	110543808
110543832	2	73695888	73695888	110543832
110543856	2	73695904	73695904	110543856
110543880	2	73695920	73695920	110543880
110543904	2	73695936	73695936	110543904
110543928	2	73695952	73695952	110543928
110543952	2	73695968	73695968	110543952
110543976	2	73695984	73695984	110543976
110544000	2	73696000	73696000	110544000
110544024	2	73696016	73696016	110544024
110544048	2	73696032	73696032	110544048
110544072	2	73696048	73696048	110544072
110544096	2	73696064	73696064	110544096
110544120	2	73696080	73696080	110544120
110544144	2	73696096	73696096	110544144
110544168	2	73696112	73696112	110544168
110544192	2	73696128	73696128	110544192
110544216	2	73696144	73696144	110544216
110544240	2	73696160	73696160	110544240
110544264	2	73696176	73696176	110544264
110544288	2	73696192	73696192	110544288
110544312	2	73696208	73696208	110544312
110544336	2	73696224	73696224	110544336
110544360	2	73696240	73696240	110544360
110544384	2	73696256	73696256	110544384
110544408	2	73696272	73696272	110544408
110544432	2	73696288	73696288	110544432
110544456	2	73696304	73696304	110544456
110544480	2	73696320	73696320	110544480
110544504	2	73696336	73696336	110544504
110544528	2	73696352	73696352	110544528
110544552	2	73696368	73696368	110544552
110544576	2	73696384	73696384	110544576
110544600	2	73696400	73696400	110544600
110544624	2	73696416	73696416	110544624
110544648	2	73696432	73696432	110544648
110544672	2	73696448	73696448	110544672
110544696	2	73696464	73696464	110544696
110544720	2	73696480	73696480	110544720
110544744	2	73696496	73696496	110544744
110544768	2	73696512	73696512	110544768
110544792	2	73696528	73696528	110544792
110544816	2	73696544	73696544	110544816
110544840	2	73696560	73696560	110544840
110544864	2	73696576	73696576	110544864
110544888	2	73696592	73696592	110544888
110544912	2	73696608	73696608	110544912
110544936	2	73696624	73696624	110544936
110544960	2	73696640	73696640	110544960
110544984	2	73696656	73696656	110544984
110545008	2	73696672	73696672	110545008
110545032	2	73696688	73696688	110545032
110545056	2	73696704	73696704	110545056
110545080	2	73696720	73696720	110545080
110545104	2	73696736	73696736	110545104
110545128	2	73696752	73696752	110545128
110545152	2	73696768	73696768	110545152
110545176	2	73696784	73696784	110545176
110545200	2	73696800	73696800	110545200
110545224	2	73696816	73696816	110545224
110545248	2	73696832	73696832	110545248
110545272	2	73696848	73696848	110545272
110545296	2	73696864	73696864	110545296
110545320	2	73696880	73696880	110545320
110545344	2	73696896	73696896	110545344
110545368	2	73696912	73696912	110545368
110545392	2	73696928	73696928	110545392
110545416	2	73696944	73696944	110545416
110545440	2	73696960	73696960	110545440
110545464	2	73696976	73696976	110545464
110545488	2	73696992	73696992	110545488
110545512	2	73697008	73697008	110545512
110545536	2	73697024	73697024	110545536
110545560	2	73697040	73697040	110545560
110545584	2	73697056	73697056	110545584
110545608	2	73697072	73697072	110545608
110545632	2	73697088	73697088	110545632
110545656	2	73697104	73697104	110545656
110545680	2	73697120	73697120	110545680
110545704	2	73697136	73697136	110545704
110545728	2	73697152	73697152	110545728
110545752	2	73697168	73697168	110545752
110545776	2	73697184	73697184	110545776
110545800	2	73697200	73697200	110545800
110545824	2	73697216	73697216	110545824
110545848	2	73697232	73697232	110545848
110545872	2	73697248	73697248	110545872
110545896	2	73697264	73697264	110545896
110545920	2	73697280	73697280	110545920
110545944	2	73697296	73697296	110545944
110545968	2	73697312	73697312	110545968
110545992	2	73697328	73697328	110545992
110546016	2	73697344	73697344	110546016
110546040	2	73697360	73697360	110546040
110546064	2	73697376	73697376	110546064
110546088	2	73697392	73697392	110546088
110546112	2	73697408	73697408	110546112
110546136	2	73697424	73697424	110546136
110546160	2	73697440	73697440	110546160
110546184	2	73697456	73697456	110546184
110546208	2	73697472	73697472	110546208
110546232	2	73697488	73697488	110546232
110546256	2	73697504	73697504	110546256
110546280	2	73697520	73697520	110546280
110546304	2	73697536	73697536	110546304
110546328	2	73697552	73697552	110546328
110546352	2	73697568	73697568	110546352
110546376	2	73697584	73697584	110546376
110546400	2	73697600	73697600	110546400
110546424	2	73697616	73697616	110546424
110546448	2	73697632	73697632	110546448
110546472	2	73697648	73697648	110546472
110546496	2	73697664	73697664	110546496
110546520	2	73697680	73697680	110546520
110546544	2	73697696	73697696	110546544
110546568	2	73697712	73697712	110546568
110546592	2	73697728	73697728	110546592
110546616	2	73697744	73697744	110546616
110546640	2	73697760	73697760	110546640
110546664	2	73697776	73697776	110546664
110546688	2	73697792	73697792	110546688
110546712	2	73697808	73697808	110546712
110546736	2	73697824	73697824	110546736
110546760	2	73697840	73697840	110546760
110546784	2	73697856	73697856	110546784
110546808	2	73697872	73697872	110546808
110546832	2	73697888	73697888	110546832
110546856	2	73697904	73697904	110546856
110546880	2	73697920	73697920	110546880
110546904	2	73697936	73697936	110546904
110546928	2	73697952	73697952	110546928
110546952	2	73697968	73697968	110546952
110546976	2	73697984	73697984	110546976
110547000	2	73698000	73698000	110547000
110547024	2	73698016	73698016	110547024
110547048	2	73698032	73698032	110547048
110547072	2	73698048	73698048	110547072
110547096	2	73698064	73698064	110547096
110547120	2	73698080	73698080	110547120
110547144	2	73698096	73698096	110547144
110547168	2	73698112	73698112	110547168
110547192	2	73698128	73698128	110547192
110547216	2	73698144	73698144	110547216
110547240	2	73698160	73698160	110547240
110547264	2	73698176	73698176	110547264
110547288	2	73698192	73698192	110547288
110547312	2	73698208	73698208	110547312
110547336	2	73698224	73698224	110547336
110547360	2	73698240	73698240	110547360
110547384	2	73698256	73698256	110547384
110547408	2	73698272	73698272	110547408
110547432	2	73698288	73698288	110547432
110547456	2	73698304	73698304	110547456
110547480	2	73698320	73698320	110547480
110547504	2	73698336	73698336	110547504
110547528	2	73698352	73698352	110547528
110547552	2	73698368	73698368	110547552
110547576	2	73698384	73698384	110547576
110547600	2	73698400	73698400	110547600
110547624	2	73698416	73698416	110547624
110547648	2	73698432	73698432	110547648
110547672	2	73698448	73698448	110547672
110547696	2	73698464	73698464	110547696
110547720	2	73698480	73698480	110547720
110547744	2	73698496	73698496	110547744
110547768	2	73698512	73698512	110547768
110547792	2	73698528	73698528	110547792
110547816	2	73698544	73698544	110547816
110547840	2	73698560	73698560	110547840
110547864	2	73698576	73698576	110547864
110547888	2	73698592	73698592	110547888
110547912	2	73698608	73698608	110547912
110547936	2	73698624	73698624	110547936
110547960	2	73698640	73698640	110547960
110547984	2	73698656	73698656	110547984
110548008	2	73698672	73698672	110548008
110548032	2	73698688	73698688	110548032
110548056	2	73698704	73698704	110548056
110548080	2	73698720	73698720	110548080
110548104	2	73698736	73698736	110548104
110548128	2	73698752	73698752	110548128
110548152	2	73698768	73698768	110548152
110548176	2	73698784	73698784	110548176
110548200	2	73698800	73698800	110548200
110548224	2	73698816	73698816	110548224
110548248	2	73698832	73698832	110548248
110548272	2	73698848	73698848	110548272
110548296	2	73698864	73698864	110548296
110548320	2	73698880	73698880	110548320
110548344	2	73698896	73698896	110548344
110548368	2	73698912	73698912	110548368
110548392	2	73698928	73698928	110548392
110548416	2	73698944	73698944	110548416
110548440	2	73698960	73698960	110548440
110548464	2	73698976	73698976	110548464
110548488	2	73698992	73698992	110548488
110548512	2	73699008	73699008	110548512
110548536	2	73699024	73699024	110548536
110548560	2	73699040	73699040	110548560
110548584	2	73699056	73699056	110548584
110548608	2	73699072	73699072	110548608
110548632	2	73699088	73699088	110548632
110548656	2	73699104	73699104	110548656
110548680	2	73699120	73699120	110548680
110548704	2	73699136	73699136	110548704
110548728	2	73699152	73699152	110548728
110548752	2	73699168	73699168	110548752
110548776	2	73699184	73699184	110548776
110548800	2	73699200	73699200	110548800
110548824	2	73699216	73699216	110548824
110548848	2	73699232	73699232	110548848
110548872	2	73699248	73699248	110548872
110548896	2	73699264	73699264	110548896
110548920	2	73699280	73699280	110548920
110548944	2	73699296	73699296	110548944
110548968	2	73699312	73699312	110548968
110548992	2	73699328	73699328	110548992
110549016	2	73699344	73699344	110549016
110549040	2	73699360	73699360	110549040
110549064	2	73699376	73699376	110549064
110549088	2	73699392	73699392	110549088
110549112	2	73699408	73699408	110549112
110549136	2	73699424	73699424	110549136
110549160	2	73699440	73699440	110549160
110549184	2	73699456	73699456	110549184
110549208	2	73699472	73699472	110549208
110549232	2	73699488	73699488	110549232
110549256	2	73699504	73699504	110549256
110549280	2	73699520	73699520	110549280
110549304	2	73699536	73699536	110549304
110549328	2	73699552	73699552	110549328
110549352	2	73699568	73699568	110549352
110549376	2	73699584	73699584	110549376
110549400	2	73699600	73699600	110549400
110549424	2	73699616	73699616	110549424
110549448	2	73699632	73699632	110549448
110549472	2	73699648	73699648	110549472
110549496	2	73699664	73699664	110549496
110549520	2	73699680	73699680	110549520
110549544	2	73699696	73699696	110549544
110549568	2	73699712	73699712	110549568
110549592	2	73699728	73699728	110549592
110549616	2	73699744	73699744	110549616
110549640	2	73699760	73699760	110549640
110549664	2	73699776	73699776	110549664
110549688	2	73699792	73699792	110549688
110549712	2	73699808	73699808	110549712
110549736	2	73699824	73699824	110549736
110549760	2	73699840	73699840	110549760
110549784	2	73699856	73699856	110549784
110549808	2	73699872	73699872	110549808
110549832	2	73699888	73699888	110549832
110549856	2	73699904	73699904	110549856
110549880	2	73699920	73699920	110549880
110549904	2	73699936	73699936	110549904
110549928	2	73699952	73699952	110549928
110549952	2	73699968	73699968	110549952
110549976	2	73699984	73699984	110549976
110550000	2	73700000	73700000	110550000
110550024	2	73700016	73700016	110550024
110550048	2	73700032	73700032	110550048
110550072	2	73700048	73700048	110550072
110550096	2	73700064	73700064	110550096
110550120	2	73700080	73700080	110550120
110550144	2	73700096	73700096	110550144
110550168	2	73700112	73700112	110550168
110550192	2	73700128	73700128	110550192
110550216	2	73700144	73700144	110550216
110550240	2	73700160	73700160	110550240
110550264	2	73700176	73700176	110550264
110550288	2	73700192	73700192	110550288
110550312	2	73700208	73700208	110550312
110550336	2	73700224	73700224	110550336
110550360	2	73700240	73700240	110550360
110550384	2	73700256	73700256	110550384
110550408	2	73700272	73700272	110550408
110550432	2	73700288	73700288	110550432
110550456	2	73700304	73700304	110550456
110550480	2	73700320	73700320	110550480
110550504	2	73700336	73700336	110550504
110550528	2	73700352	73700352	110550528
