batch_k,candidates,survivors,survivor_n,is_prime
2338,2101514,106,60519111036409,False
2338,2101514,106,60525428076481,False
2338,2101514,106,60520013450521,False
2338,2101514,106,60506477945281,False
2338,2101514,106,60514350135409,False
2338,2101514,106,60523374224329,False
2338,2101514,106,60507349150609,False
2338,2101514,106,60515283630649,False
2338,2101514,106,60518893213321,False
2338,2101514,106,60523405343041,False
2338,2101514,106,60513478879681,False
2338,2101514,106,60512576514289,False
2338,2101514,106,60519484448329,False
2338,2101514,106,60530220533689,False
2338,2101514,106,60509464961089,False
2338,2101514,106,60512265355369,False
2338,2101514,106,60520293511441,False
2338,2101514,106,60508655970361,False
2338,2101514,106,60517679634721,False
2338,2101514,106,60512172007849,False
2338,2101514,106,60522191719201,False
2338,2101514,106,60505949002249,False
2338,2101514,106,60525801507889,False
2338,2101514,106,60516777238009,False
2338,2101514,106,60527513083249,False
2338,2101514,106,60528508920049,False
2338,2101514,106,60514972464769,False
2338,2101514,106,60511611924241,False
2338,2101514,106,60520946989441,False
2338,2101514,106,60522440666689,False
2338,2101514,106,60506509059649,False
2338,2101514,106,60518239746409,False
2338,2101514,106,60529660366561,False
2338,2101514,106,60508904890009,False
2338,2101514,106,60529069081849,False
2338,2101514,106,60511923081481,False
2338,2101514,106,60526361657161,False
2338,2101514,106,60526952928649,False
2338,2101514,106,60528073240441,False
2338,2101514,106,60517243994089,False
2338,2101514,106,60527046287569,False
2338,2101514,106,60522534022129,False
2338,2101514,106,60504611097841,False
2338,2101514,106,60522658496161,False
2338,2101514,106,60508998235009,False
2338,2101514,106,60509402730841,False
2338,2101514,106,60526548374161,False
2338,2101514,106,60514816882129,False
2338,2101514,106,60517524048601,False
2338,2101514,106,60530376136129,False
2338,2101514,106,60528353320009,False
2338,2101514,106,60521351525209,False
2338,2101514,106,60522378429769,False
2338,2101514,106,60508375936369,False
2338,2101514,106,60517399579849,False
2338,2101514,106,60525085765369,False
2338,2101514,106,60509744997601,False
2338,2101514,106,60522814088881,False
2338,2101514,106,60507038005129,False
2338,2101514,106,60505668974521,False
2338,2101514,106,60519577801489,False
2338,2101514,106,60509371615729,False
2338,2101514,106,60528602280169,False
2338,2101514,106,60524712336169,False
2338,2101514,106,60516590536081,False
2338,2101514,106,60520480219081,False
2338,2101514,106,60512078660401,False
2338,2101514,106,60505202263081,False
2338,2101514,106,60520137921961,False
2338,2101514,106,60504797781289,False
2338,2101514,106,60509309385529,False
2338,2101514,106,60528259960081,False
2338,2101514,106,60523747649401,False
2338,2101514,106,60516932823169,False
2338,2101514,106,60515905964809,False
2338,2101514,106,60526579493689,False
2338,2101514,106,60505824545401,False
2338,2101514,106,60509589421681,False
2338,2101514,106,60518613155641,False
2338,2101514,106,60513945623041,False
2338,2101514,106,60510336187921,False
2338,2101514,106,60522067245649,False
2338,2101514,106,60524027718961,False
2338,2101514,106,60518799860689,False
2338,2101514,106,60526019343409,False
2338,2101514,106,60518270863801,False
2338,2101514,106,60507069119641,False
2339,2101514,115,60551010791209,False
2339,2101514,115,60540179493049,False
2339,2101514,115,60537471819889,False
2339,2101514,115,60553749893641,False
2339,2101514,115,60533861683201,False
2339,2101514,115,60539276928601,False
2339,2101514,115,60541984642129,False
2339,2101514,115,60542420371801,False
2339,2101514,115,60552349208521,False
2339,2101514,115,60539712648529,False
2339,2101514,115,60536164689001,False
2339,2101514,115,60530749582801,False
2339,2101514,115,60548800878721,False
2339,2101514,115,60549703514161,False
2339,2101514,115,60543385207369,False
2339,2101514,115,60533394863041,False
2339,2101514,115,60536756008369,False
2339,2101514,115,60539463665521,False
2339,2101514,115,60537316208329,False
2339,2101514,115,60540366231361,False
2339,2101514,115,60542731608241,False
2339,2101514,115,60531340875721,False
2339,2101514,115,60549049880929,False
2339,2101514,115,60545781767689,False
2339,2101514,115,60553905526321,False
2339,2101514,115,60553563134689,False
2339,2101514,115,60553158491281,False
2339,2101514,115,60555212848729,False
2339,2101514,115,60552504839401,False
2339,2101514,115,60551602183081,False
2339,2101514,115,60544381174729,False
2339,2101514,115,60552255830089,False
2339,2101514,115,60538063145641,False
2339,2101514,115,60536911619209,False
2339,2101514,115,60556084404841,False
2339,2101514,115,60534421869769,False
2339,2101514,115,60532430107081,False
2339,2101514,115,60537129474721,False
2339,2101514,115,60554279045569,False
2339,2101514,115,60554683692721,False
2339,2101514,115,60536538153529,False
2339,2101514,115,60552878354329,False
2339,2101514,115,60531216392761,False
2339,2101514,115,60546466507921,False
2339,2101514,115,60538343248321,False
2339,2101514,115,60530874065281,False
2339,2101514,115,60548022750121,False
2339,2101514,115,60531776567089,False
2339,2101514,115,60552535965601,False
2339,2101514,115,60535075424041,False
2339,2101514,115,60554030032609,False
2339,2101514,115,60549516761449,False
2339,2101514,115,60534484112881,False
2339,2101514,115,60544412298841,False
2339,2101514,115,60549828016129,False
2339,2101514,115,60548614127401,False
2339,2101514,115,60532461228121,False
2339,2101514,115,60533488226929,False
2339,2101514,115,60547026752809,False
2339,2101514,115,60553345249609,False
2339,2101514,115,60538778964889,False
2339,2101514,115,60556053277729,False
2339,2101514,115,60544318926529,False
2339,2101514,115,60538498861201,False
2339,2101514,115,60532181139049,False
2339,2101514,115,60534670842409,False
2339,2101514,115,60545719518769,False
2339,2101514,115,60531963292441,False
2339,2101514,115,60548427376369,False
2339,2101514,115,60533208135481,False
2339,2101514,115,60549454510609,False
2339,2101514,115,60536351421121,False
2339,2101514,115,60542233630321,False
2339,2101514,115,60538623351649,False
2339,2101514,115,60536818252681,False
2339,2101514,115,60531403117249,False
2339,2101514,115,60554870453401,False
2339,2101514,115,60533737197649,False
2339,2101514,115,60551788939009,False
2339,2101514,115,60543945438001,False
2339,2101514,115,60539152437481,False
2339,2101514,115,60547555875361,False
2339,2101514,115,60535822347529,False
2339,2101514,115,60552691596721,False
2339,2101514,115,60538529983801,False
2339,2101514,115,60535542250681,False
2339,2101514,115,60544848037249,False
2339,2101514,115,60549081006241,False
2339,2101514,115,60533177014249,False
2339,2101514,115,60550824036481,False
2339,2101514,115,60545812892161,False
2339,2101514,115,60555337356361,False
2339,2101514,115,60542700484561,False
2339,2101514,115,60551228672089,False
2339,2101514,115,60530469497689,False
2339,2101514,115,60537409575241,False
2339,2101514,115,60531994413361,False
2339,2101514,115,60537565186921,False
2339,2101514,115,60553656514129,False
2339,2101514,115,60538312125769,False
2339,2101514,115,60541019817721,False
2339,2101514,115,60545532772201,False
2339,2101514,115,60546435383281,False
2339,2101514,115,60531247513489,False
2339,2101514,115,60550388276569,False
2339,2101514,115,60548956505041,False
2339,2101514,115,60534141776161,False
2339,2101514,115,60553469755321,False
2339,2101514,115,60532710196729,False
2339,2101514,115,60539930509081,False
2339,2101514,115,60537222841489,False
2339,2101514,115,60542264753881,False
2339,2101514,115,60531807687961,False
2339,2101514,115,60548583002209,False
2339,2101514,115,60547680375121,False
2340,2101514,103,60557360623321,False
2340,2101514,103,60575415886441,False
2340,2101514,103,60567290685001,False
2340,2101514,103,60581735864329,False
2340,2101514,103,60579898989481,False
2340,2101514,103,60572707425409,False
2340,2101514,103,60573174397129,False
2340,2101514,103,60576785705881,False
2340,2101514,103,60569500934881,False
2340,2101514,103,60570465986209,False
2340,2101514,103,60577626284569,False
2340,2101514,103,60567757635841,False
2340,2101514,103,60568660412569,False
2340,2101514,103,60580988657641,False
2340,2101514,103,60578840464081,False
2340,2101514,103,60577377223609,False
2340,2101514,103,60566543567401,False
2340,2101514,103,60559321668169,False
2340,2101514,103,60558418961041,False
2340,2101514,103,60562029829921,False
2340,2101514,103,60573267791689,False
2340,2101514,103,60575976265249,False
2340,2101514,103,60563990950369,False
2340,2101514,103,60559726332169,False
2340,2101514,103,60561282744769,False
2340,2101514,103,60557920918609,False
2340,2101514,103,60578684799361,False
2340,2101514,103,60565796454409,False
2340,2101514,103,60557671898161,False
2340,2101514,103,60572147061721,False
2340,2101514,103,60564208854601,False
2340,2101514,103,60567633115441,False
2340,2101514,103,60570528247849,False
2340,2101514,103,60573236660161,False
2340,2101514,103,60572333849329,False
2340,2101514,103,60564022079521,False
2340,2101514,103,60561500644129,False
2340,2101514,103,60566419048249,False
2340,2101514,103,60577159295689,False
2340,2101514,103,60560099869369,False
2340,2101514,103,60570839556529,False
2340,2101514,103,60568131197809,False
2340,2101514,103,60557391750769,False
2340,2101514,103,60578964996001,False
2340,2101514,103,60557298368449,False
2340,2101514,103,60563617401169,False
2340,2101514,103,60576349852561,False
2340,2101514,103,60579618790681,False
2340,2101514,103,60556738076041,False
2340,2101514,103,60558854749849,False
2340,2101514,103,60563057079529,False
2340,2101514,103,60578404603369,False
2340,2101514,103,60576910235689,False
2340,2101514,103,60571493307361,False
2340,2101514,103,60566979385441,False
2340,2101514,103,60580428255649,False
2340,2101514,103,60574108345969,False
2340,2101514,103,60566885995729,False
2340,2101514,103,60560566792489,False
2340,2101514,103,60577719682561,False
2340,2101514,103,60579400858729,False
2340,2101514,103,60571680093961,False
2340,2101514,103,60573703633921,False
2340,2101514,103,60570995211169,False
2340,2101514,103,60561967572649,False
2340,2101514,103,60558481216489,False
2340,2101514,103,60579245193289,False
2340,2101514,103,60571555569529,False
2340,2101514,103,60569314151641,False
2340,2101514,103,60581486794921,False
2340,2101514,103,60571026342121,False
2340,2101514,103,60571648962841,False
2340,2101514,103,60562621275601,False
2340,2101514,103,60558107684281,False
2340,2101514,103,60580054655761,False
2340,2101514,103,60558387833329,False
2340,2101514,103,60566512437601,False
2340,2101514,103,60578311204849,False
2340,2101514,103,60573797028889,False
2340,2101514,103,60569781110281,False
2340,2101514,103,60564769181569,False
2340,2101514,103,60568380239761,False
2340,2101514,103,60575197962049,False
2340,2101514,103,60577003633129,False
2340,2101514,103,60559352796121,False
2340,2101514,103,60565391770129,False
2340,2101514,103,60567352945009,False
2340,2101514,103,60571866880849,False
2340,2101514,103,60559975356841,False
2340,2101514,103,60567197295049,False
2340,2101514,103,60572769688201,False
2340,2101514,103,60556706948761,False
2340,2101514,103,60570248070721,False
2340,2101514,103,60581455661281,False
2340,2101514,103,60575664943369,False
2340,2101514,103,60562123215889,False
2340,2101514,103,60559415052049,False
2340,2101514,103,60578373470521,False
2340,2101514,103,60559788588289,False
2340,2101514,103,60563928692089,False
2340,2101514,103,60561594029689,False
2340,2101514,103,60574762114441,False
2340,2101514,103,60570621640369,False
2342,2101514,90,60619662654769,False
2342,2101514,90,60624147394801,False
2342,2101514,90,60615115796041,False
2342,2101514,90,60611534486281,False
2342,2101514,90,60613340698849,False
2342,2101514,90,60633210813289,False
2342,2101514,90,60621437844529,False
2342,2101514,90,60618728354809,False
2342,2101514,90,60625953795289,False
2342,2101514,90,60625548910081,False
2342,2101514,90,60633678018169,False
2342,2101514,90,60622777039969,False
2342,2101514,90,60613807827169,False
2342,2101514,90,60629753553121,False
2342,2101514,90,60633023931841,False
2342,2101514,90,60630314183209,False
2342,2101514,90,60626140665841,False
2342,2101514,90,60618572638849,False
2342,2101514,90,60619475794201,False
2342,2101514,90,60615458361649,False
2342,2101514,90,60624739143721,False
2342,2101514,90,60628351989241,False
2342,2101514,90,60614804373601,False
2342,2101514,90,60625393185361,False
2342,2101514,90,60613901253049,False
2342,2101514,90,60630812523241,False
2342,2101514,90,60629006050369,False
2342,2101514,90,60611191931761,False
2342,2101514,90,60608264687161,False
2342,2101514,90,60610257697081,False
2342,2101514,90,60623617937689,False
2342,2101514,90,60615676358449,False
2342,2101514,90,60616392636409,False
2342,2101514,90,60623213060281,False
2342,2101514,90,60620503530889,False
2342,2101514,90,60611565627649,False
2342,2101514,90,60617887491001,False
2342,2101514,90,60631435451161,False
2342,2101514,90,60619039787329,False
2342,2101514,90,60625673490001,False
2342,2101514,90,60632587876249,False
2342,2101514,90,60611814758881,False
2342,2101514,90,60621749284009,False
2342,2101514,90,60630781376929,False
2342,2101514,90,60614617520521,False
2342,2101514,90,60610226556049,False
2342,2101514,90,60628289697889,False
2342,2101514,90,60623773660129,False
2342,2101514,90,60620036376769,False
2342,2101514,90,60620441243569,False
2342,2101514,90,60631279718881,False
2342,2101514,90,60614337241441,False
2342,2101514,90,60621344412841,False
2342,2101514,90,60633304254121,False
2342,2101514,90,60622465597849,False
2342,2101514,90,60612313022881,False
2342,2101514,90,60610724813521,False
2342,2101514,90,60611627910409,False
2342,2101514,90,60624271973281,False
2342,2101514,90,60613994679001,False
2342,2101514,90,60617607204361,False
2342,2101514,90,60612655580569,False
2342,2101514,90,60609479173681,False
2342,2101514,90,60630719084329,False
2342,2101514,90,60617700633169,False
2342,2101514,90,60622216444729,False
2342,2101514,90,60624926012401,False
2342,2101514,90,60619787228641,False
2342,2101514,90,60630625645489,False
2342,2101514,90,60614991226969,False
2342,2101514,90,60612281881321,False
2342,2101514,90,60619506937609,False
2342,2101514,90,60628819175401,False
2342,2101514,90,60609012062041,False
2342,2101514,90,60620347812649,False
2342,2101514,90,60632089528921,False
2342,2101514,90,60613527549961,False
2342,2101514,90,60616859776489,False
2342,2101514,90,60623337637801,False
2342,2101514,90,60612499872409,False
2342,2101514,90,60630407621809,False
2342,2101514,90,60610537966729,False
2342,2101514,90,60624240828649,False
2342,2101514,90,60608731795921,False
2342,2101514,90,60619008644041,False
2342,2101514,90,60632027235649,False
2342,2101514,90,60627511058689,False
2342,2101514,90,60622091868361,False
2342,2101514,90,60616672920241,False
2342,2101514,90,60626607843481,False
2341,2101514,100,60606116010049,False
2341,2101514,100,60598860613729,False
2341,2101514,100,60594345672169,False
2341,2101514,100,60602503827121,False
2341,2101514,100,60596151628609,False
2341,2101514,100,60601569659401,False
2341,2101514,100,60583510498681,False
2341,2101514,100,60591169745089,False
2341,2101514,100,60602005603441,False
2341,2101514,100,60607423895929,False
2341,2101514,100,60600261836689,False
2341,2101514,100,60584911544161,False
2341,2101514,100,60595684568329,False
2341,2101514,100,60589426134241,False
2341,2101514,100,60588211848649,False
2341,2101514,100,60601756492369,False
2341,2101514,100,60600510944689,False
2341,2101514,100,60602659522441,False
2341,2101514,100,60605026115929,False
2341,2101514,100,60588772286641,False
2341,2101514,100,60605929170361,False
2341,2101514,100,60603220027249,False
2341,2101514,100,60585503101561,False
2341,2101514,100,60597801922681,False
2341,2101514,100,60586810765009,False
2341,2101514,100,60601912186729,False
2341,2101514,100,60584755871641,False
2341,2101514,100,60593131337281,False
2341,2101514,100,60582296272369,False
2341,2101514,100,60589519541329,False
2341,2101514,100,60606427410169,False
2341,2101514,100,60599203133401,False
2341,2101514,100,60586779630001,False
2341,2101514,100,60596712103321,False
2341,2101514,100,60583168023361,False
2341,2101514,100,60602846357089,False
2341,2101514,100,60582981219049,False
2341,2101514,100,60606053730121,False
2341,2101514,100,60587184385729,False
2341,2101514,100,60593411567329,False
2341,2101514,100,60590796112081,False
2341,2101514,100,60598019887729,False
2341,2101514,100,60587993901241,False
2341,2101514,100,60603998510449,False
2341,2101514,100,60590453616169,False
2341,2101514,100,60584724737161,False
2341,2101514,100,60587433466849,False
2341,2101514,100,60590142257089,False
2341,2101514,100,60602784078841,False
2341,2101514,100,60591263153521,False
2341,2101514,100,60601071439561,False
2341,2101514,100,60607517316889,False
2341,2101514,100,60582234004681,False
2341,2101514,100,60599389962721,False
2341,2101514,100,60585845583481,False
2341,2101514,100,60600168421321,False
2341,2101514,100,60595373195809,False
2341,2101514,100,60605306373481,False
2341,2101514,100,60604185347161,False
2341,2101514,100,60599888175649,False
2341,2101514,100,60585222889801,False
2341,2101514,100,60586343740729,False
2341,2101514,100,60587246655961,False
2341,2101514,100,60583635035401,False
2341,2101514,100,60595933666921,False
2341,2101514,100,60604527881881,False
2341,2101514,100,60600915746281,False
2341,2101514,100,60588274119409,False
2341,2101514,100,60605866890529,False
2341,2101514,100,60601351687969,False
2341,2101514,100,60603251166481,False
2341,2101514,100,60584569064881,False
2341,2101514,100,60605960310289,False
2341,2101514,100,60585191755201,False
2341,2101514,100,60604154207689,False
2341,2101514,100,60598113301441,False
2341,2101514,100,60597833060521,False
2341,2101514,100,60582420807841,False
2341,2101514,100,60599576792329,False
2341,2101514,100,60604091928769,False
2341,2101514,100,60603593698561,False
2341,2101514,100,60587838224761,False
2341,2101514,100,60588741151129,False
2341,2101514,100,60595964804281,False
2341,2101514,100,60602285854009,False
2341,2101514,100,60604994976241,False
2341,2101514,100,60588118442569,False
2341,2101514,100,60594283398289,False
2341,2101514,100,60583603901209,False
2341,2101514,100,60596992341649,False
2341,2101514,100,60600604360321,False
2341,2101514,100,60607828720609,False
2341,2101514,100,60588305254801,False
2341,2101514,100,60586873035049,False
2341,2101514,100,60602223576049,False
2341,2101514,100,60605462072401,False
2341,2101514,100,60594096576841,False
2341,2101514,100,60588678880129,False
2341,2101514,100,60586499415289,False
2341,2101514,100,60607268194489,False
2343,2101514,98,60637727202529,False
2343,2101514,98,60648567222961,False
2343,2101514,98,60650342835889,False
2343,2101514,98,60634986201409,False
2343,2101514,98,60655763288761,False
2343,2101514,98,60652180778401,False
2343,2101514,98,60638630500561,False
2343,2101514,98,60635920626649,False
2343,2101514,98,60639502656769,False
2343,2101514,98,60643147091641,False
2343,2101514,98,60639097726321,False
2343,2101514,98,60649034487001,False
2343,2101514,98,60654454881409,False
2343,2101514,98,60647165441641,False
2343,2101514,98,60652648056361,False
2343,2101514,98,60649875566809,False
2343,2101514,98,60650778955321,False
2343,2101514,98,60648380317849,False
2343,2101514,98,60639689548201,False
2343,2101514,98,60637540314121,False
2343,2101514,98,60651090470161,False
2343,2101514,98,60654704100769,False
2343,2101514,98,60642399506329,False
2343,2101514,98,60658660526689,False
2343,2101514,98,60653395704841,False
2343,2101514,98,60636232103329,False
2343,2101514,98,60647071990129,False
2343,2101514,98,60642555252889,False
2343,2101514,98,60652492296841,False
2343,2101514,98,60652741512169,False
2343,2101514,98,60641901118681,False
2343,2101514,98,60654548338609,False
2343,2101514,98,60639876439921,False
2343,2101514,98,60642773298409,False
2343,2101514,98,60654517186201,False
2343,2101514,98,60654330271921,False
2343,2101514,98,60646386681241,False
2343,2101514,98,60635359970641,False
2343,2101514,98,60634051783369,False
2343,2101514,98,60658442452609,False
2343,2101514,98,60636855059089,False
2343,2101514,98,60647601549649,False
2343,2101514,98,60649501752841,False
2343,2101514,98,60650405138569,False
2343,2101514,98,60638661648889,False
2343,2101514,98,60639564953881,False
2343,2101514,98,60656978251081,False
2343,2101514,98,60634705875241,False
2343,2101514,98,60657881692489,False
2343,2101514,98,60643427437321,False
2343,2101514,98,60648255714601,False
2343,2101514,98,60653676074209,False
2343,2101514,98,60651557743921,False
2343,2101514,98,60646230929761,False
2343,2101514,98,60645452175361,False
2343,2101514,98,60659782056721,False
2343,2101514,98,60635391118129,False
2343,2101514,98,60644424227209,False
2343,2101514,98,60647134291129,False
2343,2101514,98,60638100980209,False
2343,2101514,98,60655264846201,False
2343,2101514,98,60646853936881,False
2343,2101514,98,60640312521721,False
2343,2101514,98,60656791333009,False
2343,2101514,98,60645732526369,False
2343,2101514,98,60658380145801,False
2343,2101514,98,60645950577601,False
2343,2101514,98,60652274233849,False
2343,2101514,98,60636699319849,False
2343,2101514,98,60644704575841,False
2343,2101514,98,60649221393121,False
2343,2101514,98,60639284617129,False
2343,2101514,98,60642461804929,False
2343,2101514,98,60650592046801,False
2343,2101514,98,60641091243121,False
2343,2101514,98,60643801232569,False
2343,2101514,98,60657725926249,False
2343,2101514,98,60652305385681,False
2343,2101514,98,60655015625689,False
2343,2101514,98,60653208792289,False
2343,2101514,98,60642088013809,False
2343,2101514,98,60639658399609,False
2343,2101514,98,60652928424001,False
2343,2101514,98,60657788232721,False
2343,2101514,98,60652367689369,False
2343,2101514,98,60637509166081,False
2343,2101514,98,60644237328481,False
2343,2101514,98,60659595134329,False
2343,2101514,98,60640219075489,False
2343,2101514,98,60635204233321,False
2343,2101514,98,60649377148441,False
2343,2101514,98,60646667034409,False
2343,2101514,98,60654236814889,False
2343,2101514,98,60645202975009,False
2343,2101514,98,60637073094361,False
2343,2101514,98,60646106328721,False
2343,2101514,98,60647913056329,False
2343,2101514,98,60656043663601,False
2344,2101514,103,60673864371649,False
2344,2101514,103,60674736781201,False
2344,2101514,103,60664829070169,False
2344,2101514,103,60675671512681,False
2344,2101514,103,60665732570041,False
2344,2101514,103,60683772820441,False
2344,2101514,103,60670717517881,False
2344,2101514,103,60668848138441,False
2344,2101514,103,60676138881121,False
2344,2101514,103,60683305422601,False
2344,2101514,103,60669751668241,False
2344,2101514,103,60662585927161,False
2344,2101514,103,60672462298009,False
2344,2101514,103,60661931684929,False
2344,2101514,103,60670063231801,False
2344,2101514,103,60675827301961,False
2344,2101514,103,60668256174289,False
2344,2101514,103,60675484565809,False
2344,2101514,103,60680345278081,False
2344,2101514,103,60666791854321,False
2344,2101514,103,60674175945769,False
2344,2101514,103,60666293366449,False
2344,2101514,103,60663333636889,False
2344,2101514,103,60670810987609,False
2344,2101514,103,60660623211049,False
2344,2101514,103,60671465277721,False
2344,2101514,103,60678943129561,False
2344,2101514,103,60669658199329,False
2344,2101514,103,60672586926121,False
2344,2101514,103,60677821422409,False
2344,2101514,103,60681622805281,False
2344,2101514,103,60678008372881,False
2344,2101514,103,60679223557969,False
2344,2101514,103,60668474266009,False
2344,2101514,103,60685548948649,False
2344,2101514,103,60674799096409,False
2344,2101514,103,60663956731849,False
2344,2101514,103,60682838026561,False
2344,2101514,103,60661152829729,False
2344,2101514,103,60663863267401,False
2344,2101514,103,60662399000449,False
2344,2101514,103,60679877893441,False
2344,2101514,103,60663520565041,False
2344,2101514,103,60666231055609,False
2344,2101514,103,60660685519009,False
2344,2101514,103,60676948990681,False
2344,2101514,103,60665202931369,False
2344,2101514,103,60671527591249,False
2344,2101514,103,60674238260689,False
2344,2101514,103,60678756177649,False
2344,2101514,103,60682090196641,False
2344,2101514,103,60661993993561,False
2344,2101514,103,60663115554409,False
2344,2101514,103,60667414967041,False
2344,2101514,103,60683897460169,False
2344,2101514,103,60681186574969,False
2344,2101514,103,60685486627921,False
2344,2101514,103,60661090521529,False
2344,2101514,103,60666511454641,False
2344,2101514,103,60664922535361,False
2344,2101514,103,60680064847081,False
2344,2101514,103,60674643308449,False
2344,2101514,103,60677354047489,False
2344,2101514,103,60676325829001,False
2344,2101514,103,60677696788921,False
2344,2101514,103,60681747442801,False
2344,2101514,103,60677229414481,False
2344,2101514,103,60660062440849,False
2344,2101514,103,60662772854161,False
2344,2101514,103,60682214834641,False
2344,2101514,103,60676793199961,False
2344,2101514,103,60671808002521,False
2344,2101514,103,60684832262209,False
2344,2101514,103,60680033688121,False
2344,2101514,103,60677603313889,False
2344,2101514,103,60685455467569,False
2344,2101514,103,60682744547569,False
2344,2101514,103,60660436287361,False
2344,2101514,103,60671901473089,False
2344,2101514,103,60673708584889,False
2344,2101514,103,60683024984761,False
2344,2101514,103,60671340650761,False
2344,2101514,103,60681280052761,False
2344,2101514,103,60683585861089,False
2344,2101514,103,60678164165161,False
2344,2101514,103,60670437109129,False
2344,2101514,103,60684894582601,False
2344,2101514,103,60663707493481,False
2344,2101514,103,60679472828209,False
2344,2101514,103,60666698387689,False
2344,2101514,103,60663987886681,False
2344,2101514,103,60662180919649,False
2344,2101514,103,60678288799129,False
2344,2101514,103,60673023125521,False
2344,2101514,103,60673770899569,False
2344,2101514,103,60667446122761,False
2344,2101514,103,60683523541369,False
2344,2101514,103,60681342371329,False
2344,2101514,103,60672680397289,False
2344,2101514,103,60684053260009,False
2344,2101514,103,60665078310841,False
2344,2101514,103,60667788836209,False
2344,2101514,103,60667259188561,False
2346,2101514,100,60732579058321,False
2346,2101514,100,60733514235241,False
2346,2101514,100,60720827615449,False
2346,2101514,100,60725378437201,False
2346,2101514,100,60729867085969,False
2346,2101514,100,60736631543641,False
2346,2101514,100,60733077818449,False
2346,2101514,100,60723975768481,False
2346,2101514,100,60717710712649,False
2346,2101514,100,60732111472561,False
2346,2101514,100,60717648375409,False
2346,2101514,100,60720360074929,False
2346,2101514,100,60733919480809,False
2346,2101514,100,60737286188569,False
2346,2101514,100,60715591264441,False
2346,2101514,100,60736039248889,False
2346,2101514,100,60724630345201,False
2346,2101514,100,60729150137881,False
2346,2101514,100,60728651393881,False
2346,2101514,100,60725690143561,False
2346,2101514,100,60734075344849,False
2346,2101514,100,60731363339089,False
2346,2101514,100,60727747425601,False
2346,2101514,100,60725035561129,False
2346,2101514,100,60712131656401,False
2346,2101514,100,60713035508449,False
2346,2101514,100,60728402022649,False
2346,2101514,100,60714157541041,False
2346,2101514,100,60718489930849,False
2346,2101514,100,60730833414001,False
2346,2101514,100,60719986043809,False
2346,2101514,100,60720889954321,False
2346,2101514,100,60722604285841,False
2346,2101514,100,60725409607801,False
2346,2101514,100,60711851151961,False
2346,2101514,100,60736163942281,False
2346,2101514,100,60719892536209,False
2346,2101514,100,60718084736761,False
2346,2101514,100,60731737405249,False
2346,2101514,100,60726313558681,False
2346,2101514,100,60734449419361,False
2346,2101514,100,60728682565321,False
2346,2101514,100,60730178803849,False
2346,2101514,100,60723258855169,False
2346,2101514,100,60720235397761,False
2346,2101514,100,60721451005609,False
2346,2101514,100,60734106517681,False
2346,2101514,100,60729493025569,False
2346,2101514,100,60727560398521,False
2346,2101514,100,60720453582889,False
2346,2101514,100,60730272319369,False
2346,2101514,100,60732204989569,False
2346,2101514,100,60714905568529,False
2346,2101514,100,60735696342721,False
2346,2101514,100,60726781122121,False
2346,2101514,100,60717617206801,False
2346,2101514,100,60730895758009,False
2346,2101514,100,60729773570761,False
2346,2101514,100,60731581544209,False
2346,2101514,100,60717336689689,False
2346,2101514,100,60715310752009,False
2346,2101514,100,60712599165241,False
2346,2101514,100,60736319809201,False
2346,2101514,100,60737348535889,False
2346,2101514,100,60712942006201,False
2346,2101514,100,60721076971129,False
2346,2101514,100,60734168863369,False
2346,2101514,100,60737255014921,False
2346,2101514,100,60720702937801,False
2346,2101514,100,60733358371921,False
2346,2101514,100,60714656225521,False
2346,2101514,100,60736350982609,False
2346,2101514,100,60734542938169,False
2346,2101514,100,60736974452449,False
2346,2101514,100,60731830921969,False
2346,2101514,100,60711944653369,False
2346,2101514,100,60730085288401,False
2346,2101514,100,60720141889969,False
2346,2101514,100,60713814696649,False
2346,2101514,100,60731488027681,False
2346,2101514,100,60727373371729,False
2346,2101514,100,60726064192249,False
2346,2101514,100,60721949720041,False
2346,2101514,100,60717430195321,False
2346,2101514,100,60727248687361,False
2346,2101514,100,60735228744961,False
2346,2101514,100,60726344729521,False
2346,2101514,100,60717149678641,False
2346,2101514,100,60720921123769,False
2346,2101514,100,60736132768921,False
2346,2101514,100,60721482175201,False
2346,2101514,100,60726531754729,False
2346,2101514,100,60712973173609,False
2346,2101514,100,60723819917401,False
2346,2101514,100,60722386096849,False
2346,2101514,100,60727435713961,False
2346,2101514,100,60733233681409,False
2346,2101514,100,60713877031921,False
2346,2101514,100,60713347183129,False
2346,2101514,100,60716058786601,False
2345,2101514,105,60696424405681,False
2345,2101514,105,60689225928241,False
2345,2101514,105,60703685640049,False
2345,2101514,105,60694648118329,False
2345,2101514,105,60691002136249,False
2345,2101514,105,60691905831001,False
2345,2101514,105,60689194766929,False
2345,2101514,105,60706397027761,False
2345,2101514,105,60704558263969,False
2345,2101514,105,60701846917321,False
2345,2101514,105,60705493225129,False
2345,2101514,105,60687885999049,False
2345,2101514,105,60704090786089,False
2345,2101514,105,60701379449881,False
2345,2101514,105,60696860690761,False
2345,2101514,105,60689693348881,False
2345,2101514,105,60693308129281,False
2345,2101514,105,60705960708409,False
2345,2101514,105,60710729140681,False
2345,2101514,105,60705649052689,False
2345,2101514,105,60695364862729,False
2345,2101514,105,60711071976361,False
2345,2101514,105,60694803931969,False
2345,2101514,105,60696611384809,False
2345,2101514,105,60686327960449,False
2345,2101514,105,60710168138929,False
